,regression__colsample_bytree,regression__gamma,regression__learning_rate,regression__max_depth,regression__n_estimators,regression__subsample,error,feature_subset
xgboost,0.4645360146077211,9132.97187266263,0.02968498714490269,4,153.0,0.3,87.09145865628854,wrapper
